@N: MF248 |Running in 64-bit mode.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\actel\directcore\coreahblite\5.2.100\rtl\vlog\core\coreahblite_matrix4x16.v":2831:2:2831:14|Removing instance masterstage_3 (in view: COREAHBLITE_LIB.COREAHBLITE_MATRIX4X16_0_1_0_65536_65536_0_0_1s(verilog)) of type view:COREAHBLITE_LIB.COREAHBLITE_MASTERSTAGE_0_1_0_1s_0_1_0_0(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\actel\directcore\coreahblite\5.2.100\rtl\vlog\core\coreahblite_masterstage.v":209:2:209:15|Removing instance address_decode (in view: COREAHBLITE_LIB.COREAHBLITE_MASTERSTAGE_1_1_0_1s_0_1_0_2(verilog)) of type view:COREAHBLITE_LIB.COREAHBLITE_ADDRDEC_Z6_0(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\actel\directcore\coreahblite\5.2.100\rtl\vlog\core\coreahblite_masterstage.v":639:4:639:19|Removing instance default_slave_sm (in view: COREAHBLITE_LIB.COREAHBLITE_MASTERSTAGE_1_1_0_1s_0_1_0_2(verilog)) of type view:COREAHBLITE_LIB.COREAHBLITE_DEFAULTSLAVESM_1s_0_1_3_2(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\actel\directcore\coreahblite\5.2.100\rtl\vlog\core\coreahblite_masterstage.v":209:2:209:15|Removing instance address_decode (in view: COREAHBLITE_LIB.COREAHBLITE_MASTERSTAGE_1_1_0_1s_0_1_0_1(verilog)) of type view:COREAHBLITE_LIB.COREAHBLITE_ADDRDEC_Z6_1(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\actel\directcore\coreahblite\5.2.100\rtl\vlog\core\coreahblite_masterstage.v":639:4:639:19|Removing instance default_slave_sm (in view: COREAHBLITE_LIB.COREAHBLITE_MASTERSTAGE_1_1_0_1s_0_1_0_1(verilog)) of type view:COREAHBLITE_LIB.COREAHBLITE_DEFAULTSLAVESM_1s_0_1_3_3(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\actel\directcore\coreahblite\5.2.100\rtl\vlog\core\coreahblite_masterstage.v":209:2:209:15|Removing instance address_decode (in view: COREAHBLITE_LIB.COREAHBLITE_MASTERSTAGE_1_1_0_1s_0_1_0_0(verilog)) of type view:COREAHBLITE_LIB.COREAHBLITE_ADDRDEC_Z6_2(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\actel\directcore\coreahblite\5.2.100\rtl\vlog\core\coreahblite_masterstage.v":639:4:639:19|Removing instance default_slave_sm (in view: COREAHBLITE_LIB.COREAHBLITE_MASTERSTAGE_1_1_0_1s_0_1_0_0(verilog)) of type view:COREAHBLITE_LIB.COREAHBLITE_DEFAULTSLAVESM_1s_0_1_3_4(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\actel\directcore\coreahblite\5.2.100\rtl\vlog\core\coreahblite_matrix4x16.v":2703:2:2703:14|Removing instance masterstage_1 (in view: COREAHBLITE_LIB.COREAHBLITE_MATRIX4X16_1_1_0_128_0_0_0_1s(verilog)) of type view:COREAHBLITE_LIB.COREAHBLITE_MASTERSTAGE_1_1_0_1s_0_1_0_2(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\actel\directcore\coreahblite\5.2.100\rtl\vlog\core\coreahblite_matrix4x16.v":2767:2:2767:14|Removing instance masterstage_2 (in view: COREAHBLITE_LIB.COREAHBLITE_MATRIX4X16_1_1_0_128_0_0_0_1s(verilog)) of type view:COREAHBLITE_LIB.COREAHBLITE_MASTERSTAGE_1_1_0_1s_0_1_0_1(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\actel\directcore\coreahblite\5.2.100\rtl\vlog\core\coreahblite_matrix4x16.v":2831:2:2831:14|Removing instance masterstage_3 (in view: COREAHBLITE_LIB.COREAHBLITE_MATRIX4X16_1_1_0_128_0_0_0_1s(verilog)) of type view:COREAHBLITE_LIB.COREAHBLITE_MASTERSTAGE_1_1_0_1s_0_1_0_0(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\actel\directcore\corebootstrap\2.0.100\rtl\vlog\core\corebootstrap_spi_reader.v":138:2:138:11|Removing instance CKSUM_CTRL (in view: work.COREBOOTSTRAP_SPI_READER_Z12(verilog)) of type view:work.COREBOOTSTRAP_CKSUM_CTRL_0s(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_basic_bus_2.v":137:86:137:88|Removing instance arb (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_BASIC_BUS_2(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LOCKING_RR_ARBITER_2(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_ported_tile_link_crossbar.v":2327:77:2327:82|Removing instance prbNet (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_PORTED_TILE_LINK_CROSSBAR(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_BASIC_BUS_2(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1347:79:1347:93|Removing instance LevelGateway_31 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_30(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1355:79:1355:94|Removing instance LevelGateway_1_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_29(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1363:79:1363:94|Removing instance LevelGateway_2_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_28(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1371:79:1371:94|Removing instance LevelGateway_3_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_27(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1379:79:1379:94|Removing instance LevelGateway_4_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_26(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1387:79:1387:94|Removing instance LevelGateway_5_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_25(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1395:79:1395:94|Removing instance LevelGateway_6_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_24(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1403:79:1403:94|Removing instance LevelGateway_7_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_23(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1411:79:1411:94|Removing instance LevelGateway_8_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_22(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1419:79:1419:94|Removing instance LevelGateway_9_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_21(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1427:79:1427:95|Removing instance LevelGateway_10_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_20(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1435:79:1435:95|Removing instance LevelGateway_11_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_19(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1443:79:1443:95|Removing instance LevelGateway_12_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_18(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1451:79:1451:95|Removing instance LevelGateway_13_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_17(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1459:79:1459:95|Removing instance LevelGateway_14_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_16(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1467:79:1467:95|Removing instance LevelGateway_15_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_15(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1475:79:1475:95|Removing instance LevelGateway_16_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_14(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1483:79:1483:95|Removing instance LevelGateway_17_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_13(verilog) because it does not drive other instances.
@N: BN115 :"c:\users\cyril.jean\documents\github\cyril-jean\rtg4-development-kit\libero\rtg4_coreriscv_axi4_basedesign\component\work\rtg4_coreriscv_axi4_basedesign\coreriscv_axi4_0\rtl\vlog\core\coreriscv_axi4_uncore.v":1491:79:1491:95|Removing instance LevelGateway_18_1 (in view: CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_UNCORE(verilog)) of type view:CORERISCV_AXI4_LIB.RTG4_CoreRISCV_AXI4_BaseDesign_CORERISCV_AXI4_0_CORERISCV_AXI4_LEVEL_GATEWAY_12(verilog) because it does not drive other instances.
